Line#,Date,"Solar Radiation (S-LIB 10455351:10444880-1), W/m^2, Pyranometer 1","Temperature (S-TMB 10455351:10138775-1), *C","Current (91-U30-CVIA 10455351:10417917-2), mA","Voltage (91-U30-CVIA 10455351:10417917-1), V","Battery (U30 BATTERY 10455351:10455351-B), V"
432,06/12/14 19:01:00,457,,0.000,-0.199,4.53
433,06/12/14 19:02:00,462,,0.000,-0.199,4.53
434,06/12/14 19:03:00,463,,0.000,-0.199,4.53
435,06/12/14 19:04:00,462,,0.000,-0.199,4.53
436,06/12/14 19:05:00,463,,0.000,-0.199,4.53
437,06/12/14 19:06:00,461,,0.000,-0.199,4.53
438,06/12/14 19:07:00,456,,0.000,-0.199,4.53
439,06/12/14 19:08:00,453,,0.000,-0.199,4.53
440,06/12/14 19:09:00,452,,0.000,-0.199,4.53
441,06/12/14 19:10:00,446,,0.000,-0.199,4.53
442,06/12/14 19:11:00,434,,0.000,-0.199,4.53
443,06/12/14 19:12:00,423,,0.000,-0.199,4.53
444,06/12/14 19:13:00,408,,0.000,-0.199,4.53
445,06/12/14 19:14:00,397,,0.000,-0.199,4.53
446,06/12/14 19:15:00,383,,0.000,-0.199,4.53
447,06/12/14 19:16:00,373,,0.000,-0.199,4.53
448,06/12/14 19:17:00,364,,0.000,-0.199,4.53
449,06/12/14 19:18:00,354,,0.000,-0.199,4.53
450,06/12/14 19:19:00,322,,0.000,-0.199,4.53
451,06/12/14 19:20:00,283,,0.000,-0.199,4.50
452,06/12/14 19:21:00,246,,0.000,-0.199,4.45
453,06/12/14 19:22:00,217,,0.000,-0.199,4.41
454,06/12/14 19:23:00,197,,0.000,-0.199,4.45
455,06/12/14 19:24:00,174,,0.000,-0.199,4.48
456,06/12/14 19:25:00,163,,0.000,-0.199,4.49
457,06/12/14 19:26:00,154,,0.000,-0.199,4.50
458,06/12/14 19:27:00,147,,0.000,-0.199,4.50
459,06/12/14 19:28:00,141,,0.000,-0.199,4.51
460,06/12/14 19:29:00,136,,0.000,-0.199,4.51
461,06/12/14 19:30:00,132,,0.000,-0.199,4.51
462,06/12/14 19:31:00,131,,0.000,-0.199,4.51
463,06/12/14 19:32:00,131,,0.000,-0.199,4.51
464,06/12/14 19:33:00,128,,0.000,-0.199,4.51
465,06/12/14 19:34:00,124,,0.000,-0.199,4.52
466,06/12/14 19:35:00,122,,0.000,-0.199,4.52
467,06/12/14 19:36:00,122,,0.000,-0.199,4.52
468,06/12/14 19:37:00,122,,0.000,-0.199,4.53
469,06/12/14 19:38:00,122,,0.000,-0.199,4.53
470,06/12/14 19:39:00,124,,0.000,-0.199,4.53
471,06/12/14 19:40:00,127,,0.000,-0.199,4.53
472,06/12/14 19:41:00,122,,0.000,-0.199,4.53
473,06/12/14 19:42:00,113,,0.000,-0.199,4.54
474,06/12/14 19:43:00,124,,0.000,-0.199,4.54
475,06/12/14 19:44:00,147,,0.000,-0.199,4.54
476,06/12/14 19:45:00,162,,0.000,-0.199,4.53
477,06/12/14 19:46:00,167,,0.000,-0.199,4.53
478,06/12/14 19:47:00,166,,0.000,-0.199,4.53
479,06/12/14 19:48:00,148,,0.000,-0.199,4.53
480,06/12/14 19:49:00,127,,0.000,-0.199,4.53
481,06/12/14 19:50:00,118,,0.000,-0.199,4.53
482,06/12/14 19:51:00,109,,0.000,-0.199,4.53
483,06/12/14 19:52:00,108,,0.000,-0.199,4.53
484,06/12/14 19:53:00,118,,0.000,-0.199,4.53
485,06/12/14 19:54:00,133,,0.000,-0.199,4.53
486,06/12/14 19:55:00,138,,0.000,-0.199,4.53
487,06/12/14 19:56:00,141,,0.000,-0.199,4.53
488,06/12/14 19:57:00,136,,0.000,-0.199,4.53
489,06/12/14 19:58:00,123,,0.000,-0.199,4.53
490,06/12/14 19:59:00,113,,0.000,-0.199,4.53
491,06/12/14 20:00:00,107,,0.000,-0.199,4.53
492,06/12/14 20:01:00,111,,0.000,-0.199,4.53
493,06/12/14 20:02:00,118,,0.000,-0.199,4.53
494,06/12/14 20:03:00,123,,0.000,-0.199,4.53
495,06/12/14 20:04:00,127,,0.000,-0.199,4.53
496,06/12/14 20:05:00,126,,0.000,-0.199,4.53
497,06/12/14 20:06:00,122,,0.000,-0.199,4.53
498,06/12/14 20:07:00,117,,0.000,-0.199,4.53
499,06/12/14 20:08:00,112,,0.000,-0.199,4.53
500,06/12/14 20:09:00,98,,0.000,-0.199,4.53
501,06/12/14 20:10:00,67,,0.000,-0.199,4.53
502,06/12/14 20:11:00,73,,0.000,-0.199,4.53
503,06/12/14 20:12:00,88,,0.000,-0.199,4.53
504,06/12/14 20:13:00,84,,0.000,-0.199,4.53
505,06/12/14 20:14:00,86,,0.000,-0.199,4.53
506,06/12/14 20:15:00,87,,0.000,-0.199,4.53
507,06/12/14 20:16:00,83,,0.000,-0.199,4.53
508,06/12/14 20:17:00,69,,0.000,-0.199,4.53
509,06/12/14 20:18:00,59,,0.000,-0.199,4.53
510,06/12/14 20:19:00,58,,0.000,-0.199,4.53
511,06/12/14 20:20:00,58,,0.000,-0.199,4.53
512,06/12/14 20:21:00,57,,0.000,-0.199,4.53
513,06/12/14 20:22:00,57,,0.000,-0.199,4.53
514,06/12/14 20:23:00,56,,0.000,-0.199,4.53
515,06/12/14 20:24:00,56,,0.000,-0.199,4.53
516,06/12/14 20:25:00,54,,0.000,-0.199,4.53
517,06/12/14 20:26:00,54,,0.000,-0.199,4.53
518,06/12/14 20:27:00,54,,0.000,-0.199,4.53
519,06/12/14 20:28:00,54,,0.000,-0.199,4.53
520,06/12/14 20:29:00,54,,0.000,-0.199,4.53
521,06/12/14 20:30:00,54,,0.000,-0.199,4.53
522,06/12/14 20:31:00,56,,0.000,-0.199,4.53
523,06/12/14 20:32:00,56,,0.000,-0.199,4.53
524,06/12/14 20:33:00,58,,0.000,-0.199,4.53
525,06/12/14 20:34:00,58,,0.000,-0.199,4.53
526,06/12/14 20:35:00,59,,0.000,-0.199,4.53
527,06/12/14 20:36:00,61,,0.000,-0.199,4.53
528,06/12/14 20:37:00,61,,0.000,-0.199,4.53
529,06/12/14 20:38:00,62,,0.000,-0.199,4.53
530,06/12/14 20:39:00,61,,0.000,-0.199,4.53
531,06/12/14 20:40:00,59,,0.000,-0.199,4.53
532,06/12/14 20:41:00,58,,0.000,-0.199,4.53
533,06/12/14 20:42:00,57,,0.000,-0.199,4.53
534,06/12/14 20:43:00,54,,0.000,-0.199,4.53
535,06/12/14 20:44:00,53,,0.000,-0.199,4.53
536,06/12/14 20:45:00,52,,0.000,-0.199,4.53
537,06/12/14 20:46:00,52,,0.000,-0.199,4.53
538,06/12/14 20:47:00,51,,0.000,-0.199,4.53
539,06/12/14 20:48:00,49,,0.000,-0.199,4.53
540,06/12/14 20:49:00,48,,0.000,-0.199,4.53
541,06/12/14 20:50:00,48,,0.000,-0.199,4.53
542,06/12/14 20:51:00,47,,0.000,-0.199,4.53
543,06/12/14 20:52:00,47,,0.000,-0.199,4.53
544,06/12/14 20:53:00,47,,0.000,-0.199,4.53
545,06/12/14 20:54:00,47,,0.000,-0.199,4.53
546,06/12/14 20:55:00,49,,0.000,-0.199,4.53
547,06/12/14 20:56:00,49,,0.000,-0.199,4.53
548,06/12/14 20:57:00,51,,0.000,-0.199,4.53
549,06/12/14 20:58:00,51,,0.000,-0.199,4.54
550,06/12/14 20:59:00,49,,0.000,-0.199,4.54
551,06/12/14 21:00:00,49,,0.000,-0.199,4.54
552,06/12/14 21:01:00,49,,0.000,-0.199,4.53
553,06/12/14 21:02:00,49,,0.000,-0.199,4.53
554,06/12/14 21:03:00,49,,0.000,-0.199,4.53
555,06/12/14 21:04:00,49,,0.000,-0.199,4.53
556,06/12/14 21:05:00,49,,0.000,-0.199,4.53
557,06/12/14 21:06:00,51,,0.000,-0.199,4.53
558,06/12/14 21:07:00,52,,0.000,-0.199,4.53
559,06/12/14 21:08:00,56,,0.000,-0.199,4.53
560,06/12/14 21:09:00,59,,0.000,-0.199,4.53
561,06/12/14 21:10:00,63,,0.000,-0.199,4.53
562,06/12/14 21:11:00,67,,0.000,-0.199,4.53
563,06/12/14 21:12:00,69,,0.000,-0.199,4.53
564,06/12/14 21:13:00,71,,0.000,-0.199,4.53
565,06/12/14 21:14:00,72,,0.000,-0.199,4.53
566,06/12/14 21:15:00,73,,0.000,-0.199,4.53
567,06/12/14 21:16:00,73,,0.000,-0.199,4.53
568,06/12/14 21:17:00,73,,0.000,-0.199,4.53
569,06/12/14 21:18:00,72,,0.000,-0.199,4.49
570,06/12/14 21:19:00,71,,0.000,-0.199,4.40
571,06/12/14 21:20:00,69,,0.000,-0.199,4.34
572,06/12/14 21:21:00,66,,0.000,-0.199,4.36
573,06/12/14 21:22:00,63,,0.000,-0.199,4.37
574,06/12/14 21:23:00,58,,0.000,-0.199,4.38
575,06/12/14 21:24:00,52,,0.000,-0.199,4.39
576,06/12/14 21:25:00,47,,0.000,-0.199,4.39
577,06/12/14 21:26:00,39,,0.000,-0.199,4.39
578,06/12/14 21:27:00,29,,0.000,-0.199,4.40
579,06/12/14 21:28:00,21,,0.000,-0.199,4.40
580,06/12/14 21:29:00,14,,0.000,-0.199,4.40
581,06/12/14 21:30:00,11,,0.000,-0.199,4.40
582,06/12/14 21:31:00,9,,0.000,-0.199,4.40
583,06/12/14 21:32:00,9,,0.000,-0.199,4.40
584,06/12/14 21:33:00,11,,0.000,-0.199,4.40
585,06/12/14 21:34:00,9,,0.000,-0.199,4.40
586,06/12/14 21:35:00,7,,0.000,-0.199,4.40
587,06/12/14 21:36:00,6,,0.000,-0.199,4.40
588,06/12/14 21:37:00,4,,0.000,-0.199,4.40
589,06/12/14 21:38:00,3,,0.000,-0.199,4.41
590,06/12/14 21:39:00,2,,0.000,-0.199,4.40
591,06/12/14 21:40:00,2,,0.000,-0.199,4.40
592,06/12/14 21:41:00,2,,0.000,-0.199,4.40
593,06/12/14 21:42:00,1,,0.000,-0.199,4.40
594,06/12/14 21:43:00,1,,0.000,-0.199,4.41
595,06/12/14 21:44:00,1,,0.000,-0.199,4.41
596,06/12/14 21:45:00,1,,0.000,-0.199,4.41
597,06/12/14 21:46:00,1,,0.000,-0.199,4.41
598,06/12/14 21:47:00,1,,0.000,-0.199,4.41
599,06/12/14 21:48:00,1,,0.000,-0.199,4.40
600,06/12/14 21:49:00,1,,0.000,-0.199,4.40
601,06/12/14 21:50:00,1,,0.000,-0.199,4.41
602,06/12/14 21:51:00,1,,0.000,-0.199,4.41
603,06/12/14 21:52:00,1,,0.000,-0.199,4.41
604,06/12/14 21:53:00,1,,0.000,-0.199,4.40
605,06/12/14 21:54:00,1,,0.000,-0.199,4.41
606,06/12/14 21:55:00,1,,0.000,-0.199,4.41
607,06/12/14 21:56:00,1,,0.000,-0.199,4.41
608,06/12/14 21:57:00,1,,0.000,-0.199,4.41
609,06/12/14 21:58:00,1,,0.000,-0.199,4.40
610,06/12/14 21:59:00,1,,0.000,-0.199,4.40
611,06/12/14 22:00:00,1,,0.000,-0.199,4.40
612,06/12/14 22:01:00,1,,0.000,-0.199,4.40
613,06/12/14 22:02:00,1,,0.000,-0.199,4.40
614,06/12/14 22:03:00,1,,0.000,-0.199,4.40
615,06/12/14 22:04:00,1,,0.000,-0.199,4.40
616,06/12/14 22:05:00,1,,0.000,-0.199,4.40
617,06/12/14 22:06:00,1,,0.000,-0.199,4.40
618,06/12/14 22:07:00,1,,0.000,-0.199,4.40
619,06/12/14 22:08:00,1,,0.000,-0.199,4.40
620,06/12/14 22:09:00,1,,0.000,-0.199,4.40
621,06/12/14 22:10:00,1,,0.000,-0.199,4.40
622,06/12/14 22:11:00,1,,0.000,-0.199,4.40
623,06/12/14 22:12:00,1,,0.000,-0.199,4.40
624,06/12/14 22:13:00,1,,0.000,-0.199,4.40
625,06/12/14 22:14:00,1,,0.000,-0.199,4.40
626,06/12/14 22:15:00,1,,0.000,-0.199,4.40
627,06/12/14 22:16:00,1,,0.000,-0.199,4.40
628,06/12/14 22:17:00,1,,0.000,-0.199,4.40
629,06/12/14 22:18:00,1,,0.000,-0.199,4.40
630,06/12/14 22:19:00,1,,0.000,-0.199,4.40
631,06/12/14 22:20:00,1,,0.000,-0.199,4.40
632,06/12/14 22:21:00,1,,0.000,-0.199,4.40
633,06/12/14 22:22:00,1,,0.000,-0.199,4.40
634,06/12/14 22:23:00,1,,0.000,-0.199,4.40
635,06/12/14 22:24:00,1,,0.000,-0.199,4.40
636,06/12/14 22:25:00,1,,0.000,-0.199,4.40
637,06/12/14 22:26:00,1,,0.000,-0.199,4.40
638,06/12/14 22:27:00,1,,0.000,-0.199,4.40
639,06/12/14 22:28:00,1,,0.000,-0.199,4.40
640,06/12/14 22:29:00,1,,0.000,-0.199,4.40
641,06/12/14 22:30:00,1,,0.000,-0.199,4.40
642,06/12/14 22:31:00,1,,0.000,-0.199,4.40
643,06/12/14 22:32:00,1,,0.000,-0.199,4.40
644,06/12/14 22:33:00,1,,0.000,-0.199,4.40
645,06/12/14 22:34:00,1,,0.000,-0.199,4.40
646,06/12/14 22:35:00,1,,0.000,-0.199,4.42
647,06/12/14 22:36:00,1,,0.000,-0.199,4.43
648,06/12/14 22:37:00,1,,0.000,-0.199,4.41
649,06/12/14 22:38:00,1,,0.000,-0.199,4.40
650,06/12/14 22:39:00,1,,0.000,-0.199,4.40
651,06/12/14 22:40:00,1,,0.000,-0.199,4.40
652,06/12/14 22:41:00,1,,0.000,-0.199,4.40
653,06/12/14 22:42:00,1,,0.000,-0.199,4.40
654,06/12/14 22:43:00,1,,0.000,-0.199,4.40
655,06/12/14 22:44:00,1,,0.000,-0.199,4.40
656,06/12/14 22:45:00,1,,0.000,-0.199,4.40
657,06/12/14 22:46:00,1,,0.000,-0.199,4.40
658,06/12/14 22:47:00,1,,0.000,-0.199,4.40
659,06/12/14 22:48:00,1,,0.000,-0.199,4.40
660,06/12/14 22:49:00,1,,0.000,-0.199,4.40
661,06/12/14 22:50:00,1,,0.000,-0.199,4.40
662,06/12/14 22:51:00,1,,0.000,-0.199,4.40
663,06/12/14 22:52:00,1,,0.000,-0.199,4.40
664,06/12/14 22:53:00,1,,0.000,-0.199,4.40
665,06/12/14 22:54:00,1,,0.000,-0.199,4.40
666,06/12/14 22:55:00,1,,0.000,-0.199,4.40
667,06/12/14 22:56:00,1,,0.000,-0.199,4.40
668,06/12/14 22:57:00,1,,0.000,-0.199,4.40
669,06/12/14 22:58:00,1,,0.000,-0.199,4.40
670,06/12/14 22:59:00,1,,0.000,-0.199,4.40
671,06/12/14 23:00:00,1,,0.000,-0.199,4.40
672,06/12/14 23:01:00,1,,0.000,-0.199,4.40
673,06/12/14 23:02:00,1,,0.000,-0.199,4.40
674,06/12/14 23:03:00,1,,0.000,-0.199,4.40
675,06/12/14 23:04:00,1,,0.000,-0.199,4.40
676,06/12/14 23:05:00,1,,0.000,-0.199,4.40
677,06/12/14 23:06:00,1,,0.000,-0.199,4.40
678,06/12/14 23:07:00,1,,0.000,-0.199,4.40
679,06/12/14 23:08:00,1,,0.000,-0.199,4.40
680,06/12/14 23:09:00,1,,0.000,-0.199,4.39
681,06/12/14 23:10:00,1,,0.000,-0.199,4.40
682,06/12/14 23:11:00,1,,0.000,-0.199,4.40
683,06/12/14 23:12:00,1,,0.000,-0.199,4.40
684,06/12/14 23:13:00,1,,0.000,-0.199,4.40
685,06/12/14 23:14:00,1,,0.000,-0.199,4.39
686,06/12/14 23:15:00,1,,0.000,-0.199,4.40
687,06/12/14 23:16:00,1,,0.000,-0.199,4.38
688,06/12/14 23:17:00,1,,0.000,-0.199,4.30
689,06/12/14 23:18:00,1,,0.000,-0.199,4.27
690,06/12/14 23:19:00,1,,0.000,-0.199,4.30
691,06/12/14 23:20:00,1,,0.000,-0.199,4.32
692,06/12/14 23:21:00,1,,0.000,-0.199,4.33
693,06/12/14 23:22:00,1,,0.000,-0.199,4.33
694,06/12/14 23:23:00,1,,0.000,-0.199,4.34
695,06/12/14 23:24:00,1,,0.000,-0.199,4.35
696,06/12/14 23:25:00,1,,0.000,-0.199,4.35
697,06/12/14 23:26:00,1,,0.000,-0.199,4.35
698,06/12/14 23:27:00,1,,0.000,-0.199,4.35
699,06/12/14 23:28:00,1,,0.000,-0.199,4.36
700,06/12/14 23:29:00,1,,0.000,-0.199,4.36
701,06/12/14 23:30:00,1,,0.000,-0.199,4.36
702,06/12/14 23:31:00,1,,0.000,-0.199,4.36
703,06/12/14 23:32:00,1,,0.000,-0.199,4.36
704,06/12/14 23:33:00,1,,0.000,-0.199,4.36
705,06/12/14 23:34:00,1,,0.000,-0.199,4.36
706,06/12/14 23:35:00,1,,0.000,-0.199,4.37
707,06/12/14 23:36:00,1,,0.000,-0.199,4.37
708,06/12/14 23:37:00,1,,0.000,-0.199,4.37
709,06/12/14 23:38:00,1,,0.000,-0.199,4.37
710,06/12/14 23:39:00,1,,0.000,-0.199,4.38
711,06/12/14 23:40:00,1,,0.000,-0.199,4.38
712,06/12/14 23:41:00,1,,0.000,-0.199,4.38
713,06/12/14 23:42:00,1,,0.000,-0.199,4.38
714,06/12/14 23:43:00,1,,0.000,-0.199,4.38
715,06/12/14 23:44:00,1,,0.000,-0.199,4.38
716,06/12/14 23:45:00,1,,0.000,-0.199,4.38
717,06/12/14 23:46:00,1,,0.000,-0.199,4.38
718,06/12/14 23:47:00,1,,0.000,-0.199,4.38
719,06/12/14 23:48:00,1,,0.000,-0.199,4.38
720,06/12/14 23:49:00,1,,0.000,-0.199,4.38
721,06/12/14 23:50:00,1,,0.000,-0.199,4.38
722,06/12/14 23:51:00,1,,0.000,-0.199,4.38
723,06/12/14 23:52:00,1,,0.000,-0.199,4.38
724,06/12/14 23:53:00,1,,0.000,-0.199,4.38
725,06/12/14 23:54:00,1,,0.000,-0.199,4.38
726,06/12/14 23:55:00,1,,0.000,-0.199,4.38
727,06/12/14 23:56:00,1,,0.000,-0.199,4.38
728,06/12/14 23:57:00,1,,0.000,-0.199,4.38
729,06/12/14 23:58:00,1,,0.000,-0.199,4.38
730,06/12/14 23:59:00,1,,0.000,-0.199,4.38
731,06/13/14 00:00:00,1,,0.000,-0.199,4.39
732,06/13/14 00:01:00,1,,0.000,-0.199,4.39
733,06/13/14 00:02:00,1,,0.000,-0.199,4.39
734,06/13/14 00:03:00,1,,0.000,-0.199,4.39
735,06/13/14 00:04:00,1,,0.000,-0.199,4.39
736,06/13/14 00:05:00,1,,0.000,-0.199,4.39
737,06/13/14 00:06:00,1,,0.000,-0.199,4.39
738,06/13/14 00:07:00,1,,0.000,-0.199,4.39
739,06/13/14 00:08:00,1,,0.000,-0.199,4.40
740,06/13/14 00:09:00,1,,0.000,-0.199,4.39
741,06/13/14 00:10:00,1,,0.000,-0.199,4.40
742,06/13/14 00:11:00,1,,0.000,-0.199,4.39
743,06/13/14 00:12:00,1,,0.000,-0.199,4.39
744,06/13/14 00:13:00,1,,0.000,-0.199,4.39
745,06/13/14 00:14:00,1,,0.000,-0.199,4.39
746,06/13/14 00:15:00,1,,0.000,-0.199,4.39
747,06/13/14 00:16:00,1,,0.000,-0.199,4.39
748,06/13/14 00:17:00,1,,0.000,-0.199,4.39
749,06/13/14 00:18:00,1,,0.000,-0.199,4.39
750,06/13/14 00:19:00,1,,0.000,-0.199,4.39
751,06/13/14 00:20:00,1,,0.000,-0.199,4.39
752,06/13/14 00:21:00,1,,0.000,-0.199,4.39
753,06/13/14 00:22:00,1,,0.000,-0.199,4.39
754,06/13/14 00:23:00,1,,0.000,-0.199,4.39
755,06/13/14 00:24:00,1,,0.000,-0.199,4.39
756,06/13/14 00:25:00,1,,0.000,-0.199,4.39
757,06/13/14 00:26:00,1,,0.000,-0.199,4.39
758,06/13/14 00:27:00,1,,0.000,-0.199,4.39
759,06/13/14 00:28:00,1,,0.000,-0.199,4.39
760,06/13/14 00:29:00,1,,0.000,-0.199,4.39
761,06/13/14 00:30:00,1,,0.000,-0.199,4.39
762,06/13/14 00:31:00,1,,0.000,-0.199,4.39
763,06/13/14 00:32:00,1,,0.000,-0.199,4.39
764,06/13/14 00:33:00,1,,0.000,-0.199,4.39
765,06/13/14 00:34:00,1,,0.000,-0.199,4.39
766,06/13/14 00:35:00,1,,0.000,-0.199,4.39
767,06/13/14 00:36:00,1,,0.000,-0.199,4.39
768,06/13/14 00:37:00,1,,0.000,-0.199,4.39
769,06/13/14 00:38:00,1,,0.000,-0.199,4.39
770,06/13/14 00:39:00,1,,0.000,-0.199,4.39
771,06/13/14 00:40:00,1,,0.000,-0.199,4.39
772,06/13/14 00:41:00,1,,0.000,-0.199,4.39
773,06/13/14 00:42:00,1,,0.000,-0.199,4.39
774,06/13/14 00:43:00,1,,0.000,-0.199,4.39
775,06/13/14 00:44:00,1,,0.000,-0.199,4.39
776,06/13/14 00:45:00,1,,0.000,-0.199,4.39
777,06/13/14 00:46:00,1,,0.000,-0.199,4.39
778,06/13/14 00:47:00,1,,0.000,-0.199,4.39
779,06/13/14 00:48:00,1,,0.000,-0.199,4.39
780,06/13/14 00:49:00,1,,0.000,-0.199,4.39
781,06/13/14 00:50:00,1,,0.000,-0.199,4.39
782,06/13/14 00:51:00,1,,0.000,-0.199,4.39
783,06/13/14 00:52:00,1,,0.000,-0.199,4.39
784,06/13/14 00:53:00,1,,0.000,-0.199,4.39
785,06/13/14 00:54:00,1,,0.000,-0.199,4.39
786,06/13/14 00:55:00,1,,0.000,-0.199,4.39
787,06/13/14 00:56:00,1,,0.000,-0.199,4.39
788,06/13/14 00:57:00,1,,0.000,-0.199,4.39
789,06/13/14 00:58:00,1,,0.000,-0.199,4.39
790,06/13/14 00:59:00,1,,0.000,-0.199,4.39
791,06/13/14 01:00:00,1,,0.000,-0.199,4.39
792,06/13/14 01:01:00,1,,0.000,-0.199,4.39
793,06/13/14 01:02:00,1,,0.000,-0.199,4.39
794,06/13/14 01:03:00,1,,0.000,-0.199,4.39
795,06/13/14 01:04:00,1,,0.000,-0.199,4.39
796,06/13/14 01:05:00,1,,0.000,-0.199,4.39
797,06/13/14 01:06:00,1,,0.000,-0.199,4.39
798,06/13/14 01:07:00,1,,0.000,-0.199,4.39
799,06/13/14 01:08:00,1,,0.000,-0.199,4.39
800,06/13/14 01:09:00,1,,0.000,-0.199,4.39
801,06/13/14 01:10:00,1,,0.000,-0.199,4.39
802,06/13/14 01:11:00,1,,0.000,-0.199,4.39
803,06/13/14 01:12:00,1,,0.000,-0.199,4.39
804,06/13/14 01:13:00,1,,0.000,-0.199,4.39
805,06/13/14 01:14:00,1,,0.000,-0.199,4.36
806,06/13/14 01:15:00,1,,0.000,-0.199,4.30
807,06/13/14 01:16:00,1,,0.000,-0.199,4.32
808,06/13/14 01:17:00,1,,0.000,-0.199,4.32
809,06/13/14 01:18:00,1,,0.000,-0.199,4.33
810,06/13/14 01:19:00,1,,0.000,-0.199,4.34
811,06/13/14 01:20:00,1,,0.000,-0.199,4.34
812,06/13/14 01:21:00,1,,0.000,-0.199,4.34
813,06/13/14 01:22:00,1,,0.000,-0.199,4.35
814,06/13/14 01:23:00,1,,0.000,-0.199,4.35
815,06/13/14 01:24:00,1,,0.000,-0.199,4.36
816,06/13/14 01:25:00,1,,0.000,-0.199,4.33
817,06/13/14 01:26:00,1,,0.000,-0.199,4.34
818,06/13/14 01:27:00,1,,0.000,-0.199,4.34
819,06/13/14 01:28:00,1,,0.000,-0.199,4.34
820,06/13/14 01:29:00,1,,0.000,-0.199,4.35
821,06/13/14 01:30:00,1,,0.000,-0.199,4.35
822,06/13/14 01:31:00,1,,0.000,-0.199,4.35
823,06/13/14 01:32:00,1,,0.000,-0.199,4.35
824,06/13/14 01:33:00,1,,0.000,-0.199,4.35
825,06/13/14 01:34:00,1,,0.000,-0.199,4.36
826,06/13/14 01:35:00,1,,0.000,-0.199,4.35
827,06/13/14 01:36:00,1,,0.000,-0.199,4.34
828,06/13/14 01:37:00,1,,0.000,-0.199,4.34
829,06/13/14 01:38:00,1,,0.000,-0.199,4.35
830,06/13/14 01:39:00,1,,0.000,-0.199,4.35
831,06/13/14 01:40:00,1,,0.000,-0.199,4.35
832,06/13/14 01:41:00,1,,0.000,-0.199,4.35
833,06/13/14 01:42:00,1,,0.000,-0.199,4.35
834,06/13/14 01:43:00,1,,0.000,-0.199,4.36
835,06/13/14 01:44:00,1,,0.000,-0.199,4.36
836,06/13/14 01:45:00,1,,0.000,-0.199,4.35
837,06/13/14 01:46:00,1,,0.000,-0.199,4.33
838,06/13/14 01:47:00,1,,0.000,-0.199,4.34
839,06/13/14 01:48:00,1,,0.000,-0.199,4.34
840,06/13/14 01:49:00,1,,0.000,-0.199,4.34
841,06/13/14 01:50:00,1,,0.000,-0.199,4.35
842,06/13/14 01:51:00,1,,0.000,-0.199,4.35
843,06/13/14 01:52:00,1,,0.000,-0.199,4.37
844,06/13/14 01:53:00,1,,0.000,-0.199,4.37
845,06/13/14 01:54:00,1,,0.000,-0.199,4.38
846,06/13/14 01:55:00,1,,0.000,-0.199,4.35
847,06/13/14 01:56:00,1,,0.000,-0.199,4.36
848,06/13/14 01:57:00,1,,0.000,-0.199,4.34
849,06/13/14 01:58:00,1,,0.000,-0.199,4.36
850,06/13/14 01:59:00,1,,0.000,-0.199,4.35
851,06/13/14 02:00:00,1,,0.000,-0.199,4.35
852,06/13/14 02:01:00,1,,0.000,-0.199,4.35
853,06/13/14 02:02:00,1,,0.000,-0.199,4.35
854,06/13/14 02:03:00,1,,0.000,-0.199,4.35
855,06/13/14 02:04:00,1,,0.000,-0.199,4.35
856,06/13/14 02:05:00,1,,0.000,-0.199,4.35
857,06/13/14 02:06:00,1,,0.000,-0.199,4.34
858,06/13/14 02:07:00,1,,0.000,-0.199,4.34
859,06/13/14 02:08:00,1,,0.000,-0.199,4.34
860,06/13/14 02:09:00,1,,0.000,-0.199,4.35
861,06/13/14 02:10:00,1,,0.000,-0.199,4.35
862,06/13/14 02:11:00,1,,0.000,-0.199,4.35
863,06/13/14 02:12:00,1,,0.000,-0.199,4.35
864,06/13/14 02:13:00,1,,0.000,-0.199,4.35
865,06/13/14 02:14:00,1,,0.000,-0.199,4.35
866,06/13/14 02:15:00,1,,0.000,-0.199,4.35
867,06/13/14 02:16:00,1,,0.000,-0.199,4.34
868,06/13/14 02:17:00,1,,0.000,-0.199,4.34
869,06/13/14 02:18:00,1,,0.000,-0.199,4.34
870,06/13/14 02:19:00,1,,0.000,-0.199,4.35
871,06/13/14 02:20:00,1,,0.000,-0.199,4.35
872,06/13/14 02:21:00,1,,0.000,-0.199,4.35
873,06/13/14 02:22:00,1,,0.000,-0.199,4.35
874,06/13/14 02:23:00,1,,0.000,-0.199,4.35
875,06/13/14 02:24:00,1,,0.000,-0.199,4.35
876,06/13/14 02:25:00,1,,0.000,-0.199,4.35
877,06/13/14 02:26:00,1,,0.000,-0.199,4.33
878,06/13/14 02:27:00,1,,0.000,-0.199,4.34
879,06/13/14 02:28:00,1,,0.000,-0.199,4.34
880,06/13/14 02:29:00,1,,0.000,-0.199,4.34
881,06/13/14 02:30:00,1,,0.000,-0.199,4.35
882,06/13/14 02:31:00,1,,0.000,-0.199,4.35
883,06/13/14 02:32:00,1,,0.000,-0.199,4.35
884,06/13/14 02:33:00,1,,0.000,-0.199,4.35
885,06/13/14 02:34:00,1,,0.000,-0.199,4.35
886,06/13/14 02:35:00,1,,0.000,-0.199,4.35
887,06/13/14 02:36:00,1,,0.000,-0.199,4.33
888,06/13/14 02:37:00,1,,0.000,-0.199,4.34
889,06/13/14 02:38:00,1,,0.000,-0.199,4.34
890,06/13/14 02:39:00,1,,0.000,-0.199,4.34
891,06/13/14 02:40:00,1,,0.000,-0.199,4.34
892,06/13/14 02:41:00,1,,0.000,-0.199,4.35
